origin,season,color_name,size,adventurous,application,print,nivel,grupo
NO_MAINSTREAM,9,grey,XXL,two,freetime,smooth,1,vestido
NO_MAINSTREAM,8,blue_dark,XL,three,freetime,smooth,1,vestido
NO_MAINSTREAM,8,blue_dark,XXL,three,freetime,smooth,1,vestido
NO_MAINSTREAM,8,ecru,L,three,freetime,horizontal_stripes,1,vestido
NO_MAINSTREAM,8,ecru,M,three,freetime,horizontal_stripes,1,vestido
NO_MAINSTREAM,8,ecru,S,three,freetime,horizontal_stripes,1,vestido
NO_MAINSTREAM,8,ecru,XL,three,freetime,horizontal_stripes,1,vestido
NO_MAINSTREAM,8,ecru,XXL,three,freetime,horizontal_stripes,1,vestido
WHOLE_SALE,8,black,L,three,freetime,bodoque,1,vestido
WHOLE_SALE,8,black,M,three,freetime,bodoque,1,vestido
WHOLE_SALE,8,black,S,three,freetime,bodoque,1,vestido
WHOLE_SALE,8,black,XL,three,freetime,bodoque,1,vestido
WHOLE_SALE,8,rust,L,three,freetime,bodoque,1,vestido
WHOLE_SALE,8,rust,M,three,freetime,bodoque,1,vestido
WHOLE_SALE,8,rust,S,three,freetime,bodoque,1,vestido
WHOLE_SALE,8,rust,XL,three,freetime,bodoque,1,vestido
NO_MAINSTREAM,9,blue_light,L,three,freetime,floral,1,vestido
NO_MAINSTREAM,9,blue_light,M,three,freetime,floral,1,vestido
NO_MAINSTREAM,9,blue_light,S,three,freetime,floral,1,vestido
NO_MAINSTREAM,9,blue_light,XL,three,freetime,floral,1,vestido
NO_MAINSTREAM,9,blue_light,XXL,three,freetime,floral,1,vestido
NO_MAINSTREAM,8,blue_dark,X4XL,three,freetime,miniprint,1,vestido
WHOLE_SALE,8,black,L,three,freetime,smooth,1,vestido
WHOLE_SALE,8,black,M,three,freetime,smooth,1,vestido
WHOLE_SALE,8,black,S,three,freetime,smooth,1,vestido
WHOLE_SALE,8,camel,L,three,freetime,smooth,1,vestido
WHOLE_SALE,8,camel,M,three,freetime,smooth,1,vestido
WHOLE_SALE,8,camel,S,three,freetime,smooth,1,vestido
OWN_PRODUCTION,8,black,X4XL,three,night,smooth,1,vestido
OWN_PRODUCTION,8,black,XL,three,night,smooth,1,vestido
OWN_PRODUCTION,8,black,XXL,three,night,smooth,1,vestido
OWN_PRODUCTION,8,black,XXXL,three,night,smooth,1,vestido
OWN_PRODUCTION,9,black,L,two,freetime,smooth,1,vestido
OWN_PRODUCTION,9,black,X4XL,two,freetime,smooth,1,vestido
OWN_PRODUCTION,9,black,XL,two,freetime,smooth,1,vestido
OWN_PRODUCTION,9,black,XXL,two,freetime,smooth,1,vestido
OWN_PRODUCTION,9,black,XXXL,two,freetime,smooth,1,vestido
OWN_PRODUCTION,9,ecru,L,two,freetime,smooth,1,vestido
OWN_PRODUCTION,9,ecru,X4XL,two,freetime,smooth,1,vestido
OWN_PRODUCTION,9,ecru,XL,two,freetime,smooth,1,vestido
OWN_PRODUCTION,9,ecru,XXL,two,freetime,smooth,1,vestido
OWN_PRODUCTION,9,ecru,XXXL,two,freetime,smooth,1,vestido
MAINSTREAM,8,black,XL,four,night,smooth,1,vestido
MAINSTREAM,8,black,XXL,four,night,smooth,1,vestido
OWN_PRODUCTION,9,blue_dark,L,three,freetime,floral,1,vestido
OWN_PRODUCTION,9,blue_dark,X4XL,three,freetime,floral,1,vestido
OWN_PRODUCTION,9,blue_dark,XL,three,freetime,floral,1,vestido
OWN_PRODUCTION,9,blue_dark,XXL,three,freetime,floral,1,vestido
OWN_PRODUCTION,9,blue_dark,XXXL,three,freetime,floral,1,vestido
WHOLE_SALE,8,black,L,three,freetime,sheets,1,vestido
WHOLE_SALE,8,black,M,three,freetime,sheets,1,vestido
WHOLE_SALE,8,black,S,three,freetime,sheets,1,vestido
WHOLE_SALE,8,black,XL,three,freetime,sheets,1,vestido
WHOLE_SALE,8,green,L,three,freetime,sheets,1,vestido
WHOLE_SALE,8,green,M,three,freetime,sheets,1,vestido
WHOLE_SALE,8,green,S,three,freetime,sheets,1,vestido
WHOLE_SALE,8,green,XL,three,freetime,sheets,1,vestido
WHOLE_SALE,8,red,L,three,freetime,sheets,1,vestido
WHOLE_SALE,8,red,M,three,freetime,sheets,1,vestido
WHOLE_SALE,8,red,S,three,freetime,sheets,1,vestido
WHOLE_SALE,8,red,XL,three,freetime,sheets,1,vestido
WHOLE_SALE,8,black,L,four,freetime,polka_dot,1,vestido
WHOLE_SALE,8,black,M,four,freetime,polka_dot,1,vestido
WHOLE_SALE,8,black,S,four,freetime,polka_dot,1,vestido
WHOLE_SALE,8,black,XS,four,freetime,polka_dot,1,vestido
NO_MAINSTREAM,8,black,L,four,freetime,smooth,1,vestido
NO_MAINSTREAM,8,black,M,four,freetime,smooth,1,vestido
NO_MAINSTREAM,8,black,S,four,freetime,smooth,1,vestido
NO_MAINSTREAM,8,black,XL,four,freetime,smooth,1,vestido
NO_MAINSTREAM,8,black,XXL,four,freetime,smooth,1,vestido
NO_MAINSTREAM,8,black,XXL,two,freetime,smooth,1,vestido
NO_MAINSTREAM,8,black,L,four,special_occasion,floral,1,vestido
NO_MAINSTREAM,8,black,XL,four,special_occasion,floral,1,vestido
NO_MAINSTREAM,8,black,XXL,four,special_occasion,floral,1,vestido
NO_MAINSTREAM,8,black,XXXL,four,special_occasion,floral,1,vestido
WHOLE_SALE,8,green_dark,L,three,freetime,miniprint,1,vestido
WHOLE_SALE,8,green_dark,M,three,freetime,miniprint,1,vestido
WHOLE_SALE,8,green_dark,S,three,freetime,miniprint,1,vestido
WHOLE_SALE,8,red,L,four,freetime,animal_print,1,vestido
WHOLE_SALE,8,red,M,four,freetime,animal_print,1,vestido
WHOLE_SALE,8,red,S,four,freetime,animal_print,1,vestido
WHOLE_SALE,8,black,L,four,freetime,miniprint,1,vestido
WHOLE_SALE,8,black,M,four,freetime,miniprint,1,vestido
WHOLE_SALE,8,black,S,four,freetime,miniprint,1,vestido
WHOLE_SALE,8,garnet,L,four,freetime,miniprint,1,vestido
WHOLE_SALE,8,garnet,M,four,freetime,miniprint,1,vestido
WHOLE_SALE,8,garnet,S,four,freetime,miniprint,1,vestido
WHOLE_SALE,8,black,L,four,night,smooth,1,vestido
WHOLE_SALE,8,black,M,four,night,smooth,1,vestido
WHOLE_SALE,8,black,S,four,night,smooth,1,vestido
WHOLE_SALE,8,black,L,three,special_occasion,smooth,1,vestido
WHOLE_SALE,8,black,M,three,special_occasion,smooth,1,vestido
WHOLE_SALE,8,black,S,three,special_occasion,smooth,1,vestido
WHOLE_SALE,8,black,XS,three,special_occasion,smooth,1,vestido
MAINSTREAM,8,black,L,three,freetime,sheets,1,vestido
MAINSTREAM,8,black,M,three,freetime,sheets,1,vestido
MAINSTREAM,8,black,S,three,freetime,sheets,1,vestido
MAINSTREAM,8,black,XL,three,freetime,sheets,1,vestido
MAINSTREAM,8,black,XS,three,freetime,sheets,1,vestido
MAINSTREAM,8,black,XXL,three,freetime,sheets,1,vestido
MAINSTREAM,8,black,XXXL,three,freetime,sheets,1,vestido
MAINSTREAM,9,blue_dark,XL,one,freetime,smooth,1,vestido
MAINSTREAM,9,gray_light,XL,one,freetime,smooth,1,vestido
NO_MAINSTREAM,9,blue_dark,L,two,special_occasion,smooth,1,vestido
NO_MAINSTREAM,9,blue_dark,M,two,special_occasion,smooth,1,vestido
NO_MAINSTREAM,9,blue_dark,S,two,special_occasion,smooth,1,vestido
NO_MAINSTREAM,9,blue_dark,XL,two,special_occasion,smooth,1,vestido
NO_MAINSTREAM,9,blue_dark,XS,two,special_occasion,smooth,1,vestido
NO_MAINSTREAM,9,blue_dark,XXL,two,special_occasion,smooth,1,vestido
NO_MAINSTREAM,9,blue_dark,XXXL,two,special_occasion,smooth,1,vestido
MAINSTREAM,9,black,L,one,freetime,floral,1,vestido
MAINSTREAM,9,black,M,one,freetime,floral,1,vestido
MAINSTREAM,9,black,S,one,freetime,floral,1,vestido
MAINSTREAM,9,black,XL,one,freetime,floral,1,vestido
MAINSTREAM,9,black,XS,one,freetime,floral,1,vestido
MAINSTREAM,9,black,XXL,one,freetime,floral,1,vestido
MAINSTREAM,9,black,XXXL,one,freetime,floral,1,vestido
NO_MAINSTREAM,9,black,L,two,working_girl,smooth,1,vestido
NO_MAINSTREAM,9,black,M,two,working_girl,smooth,1,vestido
NO_MAINSTREAM,9,black,XL,two,working_girl,smooth,1,vestido
NO_MAINSTREAM,9,blue_dark,L,two,working_girl,smooth,1,vestido
NO_MAINSTREAM,9,blue_dark,M,two,working_girl,smooth,1,vestido
NO_MAINSTREAM,9,blue_dark,S,two,working_girl,smooth,1,vestido
NO_MAINSTREAM,9,blue_dark,XL,two,working_girl,smooth,1,vestido
NO_MAINSTREAM,9,blue_dark,XXL,two,working_girl,smooth,1,vestido
WHOLE_SALE,9,black,L,three,freetime,floral,1,vestido
WHOLE_SALE,9,black,M,three,freetime,floral,1,vestido
WHOLE_SALE,9,black,S,three,freetime,floral,1,vestido
WHOLE_SALE,9,green,L,three,freetime,floral,1,vestido
WHOLE_SALE,9,green,M,three,freetime,floral,1,vestido
WHOLE_SALE,9,green,S,three,freetime,floral,1,vestido
WHOLE_SALE,9,green,XS,three,freetime,floral,1,vestido
WHOLE_SALE,9,green_dark,L,three,freetime,floral,1,vestido
WHOLE_SALE,9,green_dark,M,three,freetime,floral,1,vestido
WHOLE_SALE,9,green_dark,S,three,freetime,floral,1,vestido
WHOLE_SALE,9,green_dark,XS,three,freetime,floral,1,vestido
MAINSTREAM,9,ecru,L,three,freetime,floral,1,vestido
MAINSTREAM,9,ecru,XL,three,freetime,floral,1,vestido
MAINSTREAM,9,ecru,XS,three,freetime,floral,1,vestido
WHOLE_SALE,9,brown,L,three,freetime,floral,1,vestido
WHOLE_SALE,9,brown,M,three,freetime,floral,1,vestido
WHOLE_SALE,9,brown,S,three,freetime,floral,1,vestido
MAINSTREAM,9,black,L,four,freetime,polka_dot,1,vestido
MAINSTREAM,9,black,M,four,freetime,polka_dot,1,vestido
MAINSTREAM,9,black,S,four,freetime,polka_dot,1,vestido
MAINSTREAM,9,black,XL,four,freetime,polka_dot,1,vestido
MAINSTREAM,9,black,XXL,four,freetime,polka_dot,1,vestido
MAINSTREAM,9,black,L,four,freetime,floral,1,vestido
MAINSTREAM,9,black,M,four,freetime,floral,1,vestido
MAINSTREAM,9,black,S,four,freetime,floral,1,vestido
MAINSTREAM,9,black,XL,four,freetime,floral,1,vestido
MAINSTREAM,9,black,XXL,four,freetime,floral,1,vestido
NO_MAINSTREAM,9,beige,L,three,freetime,smooth,1,vestido
NO_MAINSTREAM,9,beige,M,three,freetime,smooth,1,vestido
NO_MAINSTREAM,9,beige,S,three,freetime,smooth,1,vestido
NO_MAINSTREAM,9,black,L,three,freetime,miniprint,1,vestido
NO_MAINSTREAM,9,black,M,three,freetime,miniprint,1,vestido
NO_MAINSTREAM,9,black,S,three,freetime,miniprint,1,vestido
NO_MAINSTREAM,9,black,XL,three,freetime,miniprint,1,vestido
WHOLE_SALE,9,green,L,three,freetime,retro,1,vestido
WHOLE_SALE,9,green,M,three,freetime,retro,1,vestido
WHOLE_SALE,9,green,S,three,freetime,retro,1,vestido
WHOLE_SALE,9,black,L,three,freetime,sheets,1,vestido
WHOLE_SALE,9,black,M,three,freetime,sheets,1,vestido
WHOLE_SALE,9,black,S,three,freetime,sheets,1,vestido
WHOLE_SALE,9,nude,L,three,freetime,sheets,1,vestido
WHOLE_SALE,9,nude,M,three,freetime,sheets,1,vestido
WHOLE_SALE,9,nude,S,three,freetime,sheets,1,vestido
WHOLE_SALE,9,yellow,L,three,freetime,liberty,1,vestido
WHOLE_SALE,9,yellow,M,three,freetime,liberty,1,vestido
WHOLE_SALE,9,yellow,S,three,freetime,liberty,1,vestido
MAINSTREAM,9,ochre,L,three,freetime,vertical_stripes,1,vestido
MAINSTREAM,9,ochre,M,three,freetime,vertical_stripes,1,vestido
MAINSTREAM,9,ochre,S,three,freetime,vertical_stripes,1,vestido
MAINSTREAM,9,ochre,XL,three,freetime,vertical_stripes,1,vestido
MAINSTREAM,9,ochre,XS,three,freetime,vertical_stripes,1,vestido
WHOLE_SALE,9,green,L,four,freetime,animal_print,1,vestido
WHOLE_SALE,9,green,M,four,freetime,animal_print,1,vestido
WHOLE_SALE,9,green,S,four,freetime,animal_print,1,vestido
WHOLE_SALE,9,lilac,L,four,freetime,animal_print,1,vestido
WHOLE_SALE,9,lilac,M,four,freetime,animal_print,1,vestido
WHOLE_SALE,9,lilac,S,four,freetime,animal_print,1,vestido
WHOLE_SALE,9,sand,L,three,freetime,cachemere,1,vestido
WHOLE_SALE,9,sand,M,three,freetime,cachemere,1,vestido
WHOLE_SALE,9,sand,S,three,freetime,cachemere,1,vestido
WHOLE_SALE,9,green,L,three,freetime,miniprint,1,vestido
WHOLE_SALE,9,green,M,three,freetime,miniprint,1,vestido
WHOLE_SALE,9,green,S,three,freetime,miniprint,1,vestido
MAINSTREAM,9,ecru,L,four,freetime,floral,1,vestido
MAINSTREAM,9,ecru,M,four,freetime,floral,1,vestido
MAINSTREAM,9,ecru,S,four,freetime,floral,1,vestido
MAINSTREAM,9,ecru,XL,four,freetime,floral,1,vestido
MAINSTREAM,9,ecru,XS,four,freetime,floral,1,vestido
MAINSTREAM,9,ecru,XXL,four,freetime,floral,1,vestido
MAINSTREAM,9,ecru,XXXL,four,freetime,floral,1,vestido
WHOLE_SALE,9,white,L,two,freetime,floral,1,vestido
WHOLE_SALE,9,white,M,two,freetime,floral,1,vestido
WHOLE_SALE,9,white,S,two,freetime,floral,1,vestido
WHOLE_SALE,9,black,L,two,freetime,smooth,1,vestido
WHOLE_SALE,9,black,M,two,freetime,smooth,1,vestido
WHOLE_SALE,9,black,S,two,freetime,smooth,1,vestido
WHOLE_SALE,9,blue_dark,L,two,freetime,smooth,1,vestido
WHOLE_SALE,9,blue_dark,M,two,freetime,smooth,1,vestido
WHOLE_SALE,9,blue_dark,S,two,freetime,smooth,1,vestido
WHOLE_SALE,9,green,L,two,freetime,smooth,1,vestido
WHOLE_SALE,9,green,M,two,freetime,smooth,1,vestido
WHOLE_SALE,9,green,S,two,freetime,smooth,1,vestido
WHOLE_SALE,9,red,L,three,freetime,miniprint,1,vestido
WHOLE_SALE,9,red,M,three,freetime,miniprint,1,vestido
WHOLE_SALE,9,red,S,three,freetime,miniprint,1,vestido
WHOLE_SALE,9,fuchsia,L,three,freetime,floral,1,vestido
WHOLE_SALE,9,fuchsia,M,three,freetime,floral,1,vestido
WHOLE_SALE,9,fuchsia,S,three,freetime,floral,1,vestido
WHOLE_SALE,9,blue_dark,L,three,freetime,floral,1,vestido
WHOLE_SALE,9,blue_dark,M,three,freetime,floral,1,vestido
WHOLE_SALE,9,blue_dark,S,three,freetime,floral,1,vestido
WHOLE_SALE,9,blue_dark,XS,three,freetime,floral,1,vestido
WHOLE_SALE,9,green_dark,L,three,freetime,retro,1,vestido
WHOLE_SALE,9,green_dark,M,three,freetime,retro,1,vestido
WHOLE_SALE,9,green_dark,S,three,freetime,retro,1,vestido
WHOLE_SALE,9,lemon,L,three,freetime,retro,1,vestido
WHOLE_SALE,9,lemon,M,three,freetime,retro,1,vestido
WHOLE_SALE,9,lemon,S,three,freetime,retro,1,vestido
WHOLE_SALE,9,green,L,four,freetime,floral,1,vestido
WHOLE_SALE,9,green,M,four,freetime,floral,1,vestido
WHOLE_SALE,9,green,S,four,freetime,floral,1,vestido
WHOLE_SALE,9,blue_light,L,three,freetime,floral,1,vestido
WHOLE_SALE,9,blue_light,M,three,freetime,floral,1,vestido
WHOLE_SALE,9,blue_light,S,three,freetime,floral,1,vestido
WHOLE_SALE,9,black,L,two,freetime,floral,1,vestido
WHOLE_SALE,9,black,M,two,freetime,floral,1,vestido
WHOLE_SALE,9,black,S,two,freetime,floral,1,vestido
WHOLE_SALE,9,red,L,two,freetime,miniprint,1,vestido
WHOLE_SALE,9,red,M,two,freetime,miniprint,1,vestido
WHOLE_SALE,9,red,S,two,freetime,miniprint,1,vestido
WHOLE_SALE,9,black,L,four,freetime,floral,1,vestido
WHOLE_SALE,9,black,M,four,freetime,floral,1,vestido
WHOLE_SALE,9,black,S,four,freetime,floral,1,vestido
WHOLE_SALE,9,red,L,four,freetime,floral,1,vestido
WHOLE_SALE,9,red,M,four,freetime,floral,1,vestido
WHOLE_SALE,9,red,S,four,freetime,floral,1,vestido
WHOLE_SALE,9,red,L,three,freetime,floral,1,vestido
WHOLE_SALE,9,red,M,three,freetime,floral,1,vestido
WHOLE_SALE,9,red,S,three,freetime,floral,1,vestido
NO_MAINSTREAM,7,black,L,four,freetime,polka_dot,1,falda
NO_MAINSTREAM,7,black,M,four,freetime,polka_dot,1,falda
NO_MAINSTREAM,7,black,S,four,freetime,polka_dot,1,falda
NO_MAINSTREAM,7,rust,L,four,freetime,animal_print,1,falda
NO_MAINSTREAM,7,rust,M,four,freetime,animal_print,1,falda
NO_MAINSTREAM,7,rust,S,four,freetime,animal_print,1,falda
NO_MAINSTREAM,7,blue_dark,L,four,special_occasion,smooth,1,falda
NO_MAINSTREAM,7,blue_dark,M,four,special_occasion,smooth,1,falda
NO_MAINSTREAM,7,blue_dark,S,four,special_occasion,smooth,1,falda
MAINSTREAM,8,black,L,four,freetime,smooth,1,falda
MAINSTREAM,8,black,M,four,freetime,smooth,1,falda
MAINSTREAM,8,black,S,four,freetime,smooth,1,falda
MAINSTREAM,8,black,XL,four,freetime,smooth,1,falda
WHOLE_SALE,7,black,L,two,freetime,smooth,1,falda
WHOLE_SALE,7,black,M,two,freetime,smooth,1,falda
WHOLE_SALE,7,black,S,two,freetime,smooth,1,falda
WHOLE_SALE,7,blue_dark,L,two,freetime,smooth,1,falda
WHOLE_SALE,7,blue_dark,M,two,freetime,smooth,1,falda
WHOLE_SALE,7,blue_dark,S,two,freetime,smooth,1,falda
WHOLE_SALE,7,green_dark,L,two,freetime,smooth,1,falda
WHOLE_SALE,7,green_dark,M,two,freetime,smooth,1,falda
WHOLE_SALE,7,green_dark,S,two,freetime,smooth,1,falda
WHOLE_SALE,7,mustand,L,two,freetime,smooth,1,falda
WHOLE_SALE,7,mustand,M,two,freetime,smooth,1,falda
WHOLE_SALE,7,mustand,S,two,freetime,smooth,1,falda
WHOLE_SALE,7,salmon,L,two,freetime,smooth,1,falda
WHOLE_SALE,7,salmon,M,two,freetime,smooth,1,falda
WHOLE_SALE,7,salmon,S,two,freetime,smooth,1,falda
WHOLE_SALE,8,black,L,two,freetime,smooth,1,falda
WHOLE_SALE,8,black,M,two,freetime,smooth,1,falda
WHOLE_SALE,8,black,S,two,freetime,smooth,1,falda
WHOLE_SALE,8,black,XL,two,freetime,smooth,1,falda
WHOLE_SALE,8,black,XS,two,freetime,smooth,1,falda
WHOLE_SALE,8,blue_dark,L,two,freetime,smooth,1,falda
WHOLE_SALE,8,blue_dark,M,two,freetime,smooth,1,falda
WHOLE_SALE,8,blue_dark,S,two,freetime,smooth,1,falda
WHOLE_SALE,8,blue_dark,XL,two,freetime,smooth,1,falda
WHOLE_SALE,8,blue_dark,XS,two,freetime,smooth,1,falda
WHOLE_SALE,8,camel,L,two,freetime,smooth,1,falda
WHOLE_SALE,8,camel,M,two,freetime,smooth,1,falda
WHOLE_SALE,8,camel,S,two,freetime,smooth,1,falda
WHOLE_SALE,8,camel,XL,two,freetime,smooth,1,falda
WHOLE_SALE,8,camel,XS,two,freetime,smooth,1,falda
WHOLE_SALE,8,green_dark,L,two,freetime,smooth,1,falda
WHOLE_SALE,8,green_dark,M,two,freetime,smooth,1,falda
WHOLE_SALE,8,green_dark,S,two,freetime,smooth,1,falda
WHOLE_SALE,8,green_dark,XL,two,freetime,smooth,1,falda
WHOLE_SALE,8,green_dark,XS,two,freetime,smooth,1,falda
WHOLE_SALE,8,rust,L,two,freetime,smooth,1,falda
WHOLE_SALE,8,rust,M,two,freetime,smooth,1,falda
WHOLE_SALE,8,rust,S,two,freetime,smooth,1,falda
WHOLE_SALE,8,rust,XL,two,freetime,smooth,1,falda
WHOLE_SALE,8,rust,XS,two,freetime,smooth,1,falda
WHOLE_SALE,9,black,L,two,freetime,smooth,1,falda
WHOLE_SALE,9,black,M,two,freetime,smooth,1,falda
WHOLE_SALE,9,black,S,two,freetime,smooth,1,falda
WHOLE_SALE,9,blue_dark,L,two,freetime,smooth,1,falda
WHOLE_SALE,9,blue_dark,M,two,freetime,smooth,1,falda
WHOLE_SALE,9,blue_dark,S,two,freetime,smooth,1,falda
NO_MAINSTREAM,7,blue,L,four,freetime,floral,1,falda
NO_MAINSTREAM,7,blue,M,four,freetime,floral,1,falda
NO_MAINSTREAM,7,blue,S,four,freetime,floral,1,falda
NO_MAINSTREAM,7,pink,L,four,freetime,floral,1,falda
NO_MAINSTREAM,7,pink,M,four,freetime,floral,1,falda
NO_MAINSTREAM,7,pink,S,four,freetime,floral,1,falda
NO_MAINSTREAM,7,yellow,L,four,freetime,geometric,1,falda
NO_MAINSTREAM,7,yellow,M,four,freetime,geometric,1,falda
NO_MAINSTREAM,7,yellow,S,four,freetime,geometric,1,falda
NO_MAINSTREAM,7,yellow,XL,four,freetime,geometric,1,falda
NO_MAINSTREAM,7,yellow,XS,four,freetime,geometric,1,falda
NO_MAINSTREAM,7,white,L,three,freetime,floral,1,falda
NO_MAINSTREAM,7,white,M,three,freetime,floral,1,falda
NO_MAINSTREAM,7,white,S,three,freetime,floral,1,falda
NO_MAINSTREAM,7,white,XL,three,freetime,floral,1,falda
NO_MAINSTREAM,7,white,XS,three,freetime,floral,1,falda
WHOLE_SALE,7,black,L,three,freetime,floral,1,falda
WHOLE_SALE,7,black,M,three,freetime,floral,1,falda
WHOLE_SALE,7,black,S,three,freetime,floral,1,falda
WHOLE_SALE,7,rust,L,four,freetime,retro,1,falda
WHOLE_SALE,7,rust,M,four,freetime,retro,1,falda
WHOLE_SALE,7,rust,S,four,freetime,retro,1,falda
WHOLE_SALE,7,rust,XL,four,freetime,retro,1,falda
WHOLE_SALE,7,ecru,L,three,freetime,printed,1,falda
WHOLE_SALE,7,ecru,M,three,freetime,printed,1,falda
WHOLE_SALE,7,ecru,S,three,freetime,printed,1,falda
WHOLE_SALE,7,red,L,three,freetime,printed,1,falda
WHOLE_SALE,7,red,M,three,freetime,printed,1,falda
WHOLE_SALE,7,red,S,three,freetime,printed,1,falda
WHOLE_SALE,7,beige,L,three,freetime,floral,1,falda
WHOLE_SALE,7,beige,M,three,freetime,floral,1,falda
WHOLE_SALE,7,beige,S,three,freetime,floral,1,falda
WHOLE_SALE,7,black,L,four,freetime,polka_dot,1,falda
WHOLE_SALE,7,black,M,four,freetime,polka_dot,1,falda
WHOLE_SALE,7,black,S,four,freetime,polka_dot,1,falda
WHOLE_SALE,7,blue_light,L,four,freetime,floral,1,falda
WHOLE_SALE,7,blue_light,M,four,freetime,floral,1,falda
WHOLE_SALE,7,blue_light,S,four,freetime,floral,1,falda
WHOLE_SALE,7,blue_light,XL,four,freetime,floral,1,falda
WHOLE_SALE,7,blue_light,XXL,four,freetime,floral,1,falda
WHOLE_SALE,7,black,M,four,freetime,floral,1,falda
WHOLE_SALE,7,black,S,four,freetime,floral,1,falda
WHOLE_SALE,7,black,M,three,freetime,polka_dot,1,falda
WHOLE_SALE,7,black,S,three,freetime,polka_dot,1,falda
WHOLE_SALE,7,brown,M,three,freetime,polka_dot,1,falda
WHOLE_SALE,7,brown,S,three,freetime,polka_dot,1,falda
WHOLE_SALE,7,blue_dark,M,four,freetime,ethnic,1,falda
WHOLE_SALE,7,blue_dark,S,four,freetime,ethnic,1,falda
WHOLE_SALE,7,beige,L,four,freetime,smooth,1,falda
WHOLE_SALE,7,beige,M,four,freetime,smooth,1,falda
WHOLE_SALE,7,beige,S,four,freetime,smooth,1,falda
WHOLE_SALE,7,black,L,four,freetime,smooth,1,falda
WHOLE_SALE,7,black,M,four,freetime,smooth,1,falda
WHOLE_SALE,7,black,S,four,freetime,smooth,1,falda
WHOLE_SALE,7,mustand,L,four,freetime,smooth,1,falda
WHOLE_SALE,7,mustand,M,four,freetime,smooth,1,falda
WHOLE_SALE,7,mustand,S,four,freetime,smooth,1,falda
WHOLE_SALE,7,pink,L,four,freetime,smooth,1,falda
WHOLE_SALE,7,pink,M,four,freetime,smooth,1,falda
WHOLE_SALE,7,pink,S,four,freetime,smooth,1,falda
WHOLE_SALE,7,white,L,four,freetime,smooth,1,falda
WHOLE_SALE,7,white,M,four,freetime,smooth,1,falda
WHOLE_SALE,7,white,S,four,freetime,smooth,1,falda
MAINSTREAM,7,black,M,three,freetime,smooth,1,falda
MAINSTREAM,7,black,S,three,freetime,smooth,1,falda
MAINSTREAM,7,black,XS,three,freetime,smooth,1,falda
MAINSTREAM,7,black,XXS,three,freetime,smooth,1,falda
MAINSTREAM,7,green_dark,M,three,freetime,smooth,1,falda
MAINSTREAM,7,green_dark,S,three,freetime,smooth,1,falda
MAINSTREAM,7,green_dark,XS,three,freetime,smooth,1,falda
MAINSTREAM,7,green_dark,XXS,three,freetime,smooth,1,falda
NO_MAINSTREAM,7,pink,L,three,freetime,prince_of_wales,1,falda
NO_MAINSTREAM,7,pink,M,three,freetime,prince_of_wales,1,falda
NO_MAINSTREAM,7,pink,S,three,freetime,prince_of_wales,1,falda
NO_MAINSTREAM,7,pink,XL,three,freetime,prince_of_wales,1,falda
NO_MAINSTREAM,7,pink,XS,three,freetime,prince_of_wales,1,falda
MAINSTREAM,7,green,L,three,freetime,floral,1,falda
MAINSTREAM,7,green,M,three,freetime,floral,1,falda
MAINSTREAM,7,green,S,three,freetime,floral,1,falda
MAINSTREAM,7,green,XS,three,freetime,floral,1,falda
MAINSTREAM,7,red,L,three,freetime,floral,1,falda
MAINSTREAM,7,red,M,three,freetime,floral,1,falda
MAINSTREAM,7,red,S,three,freetime,floral,1,falda
MAINSTREAM,7,red,XL,three,freetime,floral,1,falda
MAINSTREAM,7,red,XS,three,freetime,floral,1,falda
NO_MAINSTREAM,7,crimson,L,three,freetime,sheets,1,falda
NO_MAINSTREAM,7,crimson,M,three,freetime,sheets,1,falda
NO_MAINSTREAM,7,crimson,S,three,freetime,sheets,1,falda
NO_MAINSTREAM,7,green,L,three,freetime,sheets,1,falda
NO_MAINSTREAM,7,green,M,three,freetime,sheets,1,falda
NO_MAINSTREAM,7,green,S,three,freetime,sheets,1,falda
NO_MAINSTREAM,8,black,L,three,freetime,smooth,1,falda
NO_MAINSTREAM,8,black,M,three,freetime,smooth,1,falda
NO_MAINSTREAM,8,black,S,three,freetime,smooth,1,falda
NO_MAINSTREAM,8,black,XL,three,freetime,smooth,1,falda
NO_MAINSTREAM,8,black,XS,three,freetime,smooth,1,falda
NO_MAINSTREAM,8,black,XXL,three,freetime,smooth,1,falda
NO_MAINSTREAM,8,khaki,L,three,freetime,smooth,1,falda
NO_MAINSTREAM,8,khaki,M,three,freetime,smooth,1,falda
NO_MAINSTREAM,8,khaki,S,three,freetime,smooth,1,falda
NO_MAINSTREAM,8,khaki,XL,three,freetime,smooth,1,falda
NO_MAINSTREAM,8,khaki,XS,three,freetime,smooth,1,falda
NO_MAINSTREAM,8,khaki,XXL,three,freetime,smooth,1,falda
NO_MAINSTREAM,8,rust,L,three,freetime,smooth,1,falda
NO_MAINSTREAM,8,rust,M,three,freetime,smooth,1,falda
NO_MAINSTREAM,8,rust,S,three,freetime,smooth,1,falda
NO_MAINSTREAM,8,rust,XL,three,freetime,smooth,1,falda
NO_MAINSTREAM,8,rust,XS,three,freetime,smooth,1,falda
NO_MAINSTREAM,8,yellow,L,three,freetime,smooth,1,falda
NO_MAINSTREAM,8,yellow,M,three,freetime,smooth,1,falda
NO_MAINSTREAM,8,yellow,S,three,freetime,smooth,1,falda
